gene,in_variance_set,in_centrality_set,in_kegg_set,n_sources,variance_rank,centrality_rank,ensg_ids,biotype
TXLNGY,True,False,False,1,313.0,,ENSG00000131002,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
TXN2P1,False,True,False,1,,1283.0,ENSG00000213540,PROCESSED_PSEUDOGENE
TYRO3P,False,True,False,1,,2177.0,ENSG00000259581,PROCESSED_PSEUDOGENE
UBE2CP1,False,True,False,1,,2531.0,ENSG00000258648,PROCESSED_PSEUDOGENE
UBE2L2,False,True,False,1,,4179.0,ENSG00000131982,PROCESSED_PSEUDOGENE
UGDH-AS1,False,True,False,1,,3281.0,ENSG00000249348,LNCRNA
UHRF2P1,False,True,False,1,,276.0,ENSG00000223650,PROCESSED_PSEUDOGENE
UQCRFS1P1,True,False,False,1,1305.0,,ENSG00000226085,PROCESSED_PSEUDOGENE
USP12-AS1,False,True,False,1,,490.0,ENSG00000232162,LNCRNA
USP12P2,False,True,False,1,,168.0,ENSG00000224007,PROCESSED_PSEUDOGENE
USP17L6P,False,True,False,1,,3843.0,ENSG00000205946,UNPROCESSED_PSEUDOGENE
USP32P1,True,False,False,1,4590.0,,ENSG00000188933,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
UXT-AS1,False,True,False,1,,582.0,ENSG00000267064,LNCRNA
VAC14-AS1,False,True,False,1,,2740.0,ENSG00000214353,LNCRNA
VDAC2P1,False,True,False,1,,3662.0,ENSG00000214976,PROCESSED_PSEUDOGENE
VENTXP1,False,True,False,1,,1074.0,ENSG00000259849,TRANSCRIBED_PROCESSED_PSEUDOGENE
VEZTP1,False,True,False,1,,4044.0,ENSG00000224072,PROCESSED_PSEUDOGENE
VSTM2A-OT1,False,True,False,1,,2898.0,ENSG00000224223,LNCRNA
VSTM2B-DT,False,True,False,1,,430.0,ENSG00000264515,LNCRNA
WARS2-AS1,False,True,False,1,,518.0,ENSG00000231365,LNCRNA
WARS2-IT1,False,True,False,1,,1013.0,ENSG00000224238,LNCRNA
WASF3-AS1,False,True,False,1,,4428.0,ENSG00000237001,LNCRNA
WASH2P,False,True,False,1,,4281.0,ENSG00000146556,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
WASH5P,True,True,False,2,3132.0,965.0,ENSG00000282458,TRANSCRIBED_PROCESSED_PSEUDOGENE
WASH7P,True,False,False,1,3274.0,,ENSG00000227232,UNPROCESSED_PSEUDOGENE
WASH9P,True,False,False,1,3537.0,,ENSG00000279457,UNPROCESSED_PSEUDOGENE
WWP1-AS1,False,True,False,1,,4049.0,ENSG00000254231,LNCRNA
XGY2,True,False,False,1,1795.0,,ENSG00000288686,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
XIAPP2,False,True,False,1,,2267.0,ENSG00000254843,PROCESSED_PSEUDOGENE
XIST,True,False,False,1,83.0,,ENSG00000229807,LNCRNA
YBX1P3,False,True,False,1,,343.0,ENSG00000240002,PROCESSED_PSEUDOGENE
YEATS2-AS1,False,True,False,1,,624.0,ENSG00000233885,LNCRNA
YWHAH-AS1,False,True,False,1,,2217.0,ENSG00000128254,LNCRNA
YWHAQP5,False,True,False,1,,3472.0,ENSG00000236564,PROCESSED_PSEUDOGENE
ZBED10P,True,False,False,1,4518.0,,ENSG00000188707,TRANSCRIBED_UNITARY_PSEUDOGENE
ZBED3-AS1,False,True,False,1,,855.0,ENSG00000250802,LNCRNA
ZBTB20-AS1,False,True,False,1,,2921.0,ENSG00000241560,LNCRNA
ZBTB20-AS3,False,True,False,1,,555.0,ENSG00000239946,LNCRNA
ZBTB20-AS5,False,True,False,1,,51.0,ENSG00000242290,LNCRNA
ZBTB45P2,True,False,False,1,4017.0,,ENSG00000226065,PROCESSED_PSEUDOGENE
ZBTB7C-AS1,False,True,False,1,,1081.0,ENSG00000286583,LNCRNA
ZFHX3-AS1,True,False,False,1,2415.0,,ENSG00000259768,LNCRNA
ZKSCAN2-DT,False,True,False,1,,1267.0,ENSG00000274925,LNCRNA
ZNF101P2,False,True,False,1,,3589.0,ENSG00000234473,PROCESSED_PSEUDOGENE
ZNF204P,True,False,False,1,3762.0,,ENSG00000204789,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
ZNF213-AS1,False,True,False,1,,1581.0,ENSG00000263072,LNCRNA
ZNF300P1,True,False,False,1,4376.0,,ENSG00000197083,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
ZNF33BP1,False,True,False,1,,2753.0,ENSG00000225192,PROCESSED_PSEUDOGENE
ZNF350-AS1,False,True,False,1,,191.0,ENSG00000269235,LNCRNA
ZNF37BP,False,True,False,1,,3324.0,ENSG00000234420,TRANSCRIBED_PROCESSED_PSEUDOGENE
ZNF496-DT,False,True,False,1,,3150.0,ENSG00000289234,LNCRNA
ZNF497-AS1,False,True,False,1,,1272.0,ENSG00000269054,LNCRNA
ZNF567-DT,False,True,False,1,,3649.0,ENSG00000225975,LNCRNA
ZNF594-DT,False,True,False,1,,3490.0,ENSG00000261879,LNCRNA
ZNF652-AS1,False,True,False,1,,4919.0,ENSG00000248714,LNCRNA
ZNF652P1,False,True,False,1,,2166.0,ENSG00000235278,PROCESSED_PSEUDOGENE
ZNF75BP,False,True,False,1,,808.0,ENSG00000258212,PROCESSED_PSEUDOGENE
ZNF75CP,False,True,False,1,,149.0,ENSG00000288393,TRANSCRIBED_PROCESSED_PSEUDOGENE
ZNF767P,False,True,False,1,,580.0,ENSG00000133624,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
ZNF790-AS1,False,True,False,1,,3824.0,ENSG00000267254,LNCRNA
